Timestamp,Temperature,Humidity,HVAC_Status,Failure
2023-01-01 00:00:00,13.29219967622828,30.72102658177127,off,0
2023-01-01 01:00:00,23.27626477943227,26.16811403879516,on,0
2023-01-01 02:00:00,11.254413062572299,75.95614808187358,on,0
2023-01-01 03:00:00,24.04256342557182,69.49260237011714,off,0
2023-01-01 04:00:00,17.35371029907055,39.39242710586008,off,0
2023-01-01 05:00:00,18.304547443872373,78.58122574545612,on,0
2023-01-01 06:00:00,21.675653310998598,87.01053826408192,on,1
2023-01-01 07:00:00,31.783322445343014,58.76828477682549,on,0
2023-01-01 08:00:00,24.923398666448456,31.96216198361173,on,0
2023-01-01 09:00:00,25.80682769445786,87.77622049124078,on,0
2023-01-01 10:00:00,30.269976589956514,34.79539087154909,off,0
2023-01-01 11:00:00,21.180741128071904,41.881493514134334,off,1
2023-01-01 12:00:00,23.249962392437094,54.21542056015664,off,1
2023-01-01 13:00:00,31.59191328394887,79.90968365147272,off,0
2023-01-01 14:00:00,28.449611582404476,69.87033354483798,off,0
2023-01-01 15:00:00,29.291680679098405,65.4848642435486,on,0
2023-01-01 16:00:00,31.045207562943208,34.617541798591105,on,0
2023-01-01 17:00:00,30.09991296267983,43.91581332301938,on,0
2023-01-01 18:00:00,23.494768949465268,22.05658561359967,on,0
2023-01-01 19:00:00,22.81944719638942,70.22265180305868,on,0
2023-01-01 20:00:00,22.391644219591598,60.80861868951736,off,0
2023-01-01 21:00:00,12.054422487271289,47.94709137584584,on,0
2023-01-01 22:00:00,13.10928202263406,85.28826187516458,off,0
2023-01-01 23:00:00,24.468047254870847,37.36786648083991,on,1
2023-01-02 00:00:00,22.433500567975805,39.194589515974705,off,0
2023-01-02 01:00:00,11.209228277652961,36.63796413232744,on,0
2023-01-02 02:00:00,23.432282371422573,50.33765450113352,on,0
2023-01-02 03:00:00,17.992777255526725,43.37922651659456,off,0
2023-01-02 04:00:00,10.33816483051167,83.47116982142782,on,0
2023-01-02 05:00:00,10.828800589289264,34.97166571446158,off,1
2023-01-02 06:00:00,15.301436642863505,51.84462105953087,on,1
2023-01-02 07:00:00,28.455171540577165,42.772123448985006,off,0
2023-01-02 08:00:00,29.49649531229694,69.3420123035983,on,0
2023-01-02 09:00:00,22.64305689021858,21.9030654761454,on,0
2023-01-02 10:00:00,32.62795021279705,63.34624774287088,off,0
2023-01-02 11:00:00,26.800399867282326,44.83810473755689,off,1
2023-01-02 12:00:00,34.22587845974058,40.267245447692964,on,0
2023-01-02 13:00:00,22.830298077927065,28.773292485184115,on,0
2023-01-02 14:00:00,33.38556445832789,50.334599605709485,on,0
2023-01-02 15:00:00,34.488742522522486,47.991840094270216,on,0
2023-01-02 16:00:00,32.92516672020811,62.95214491691458,on,1
2023-01-02 17:00:00,31.627534071747064,27.120656297157105,on,0
2023-01-02 18:00:00,20.345975885880552,65.42975589911678,off,0
2023-01-02 19:00:00,7.701635889523798,50.26544557669946,on,1
2023-01-02 20:00:00,10.539882652587751,41.40682657204755,off,0
2023-01-02 21:00:00,24.770139770128687,45.101235815663415,on,1
2023-01-02 22:00:00,12.23490866135992,39.59671054569563,on,0
2023-01-02 23:00:00,14.516162135898785,82.3143141625203,off,0
2023-01-03 00:00:00,14.505746579307733,88.5556394292194,on,1
2023-01-03 01:00:00,16.203246386440096,67.08336298199069,on,0
2023-01-03 02:00:00,22.564022248786543,41.59629215693046,on,0
2023-01-03 03:00:00,22.622448423378728,65.63561829707217,on,0
2023-01-03 04:00:00,14.386067176371721,45.29591034691917,on,1
2023-01-03 05:00:00,19.33085889205735,76.0740649726264,off,0
2023-01-03 06:00:00,13.057827760639674,72.68819645706012,off,0
2023-01-03 07:00:00,25.84210474026427,53.69098587826105,on,1
2023-01-03 08:00:00,30.403456965943,37.62060725185623,off,0
2023-01-03 09:00:00,29.27050628453196,32.37304628863903,on,0
2023-01-03 10:00:00,20.190232466912235,56.86233036957893,off,0
2023-01-03 11:00:00,26.694483933538564,44.25661144113127,on,0
2023-01-03 12:00:00,30.14797843630963,41.91781551499401,on,0
2023-01-03 13:00:00,28.602035133656003,25.01799961683717,off,0
2023-01-03 14:00:00,22.4693723498471,52.0044039020248,on,0
2023-01-03 15:00:00,29.1883297921258,67.99612359822626,on,0
2023-01-03 16:00:00,29.89058666911363,65.80524156783531,off,0
2023-01-03 17:00:00,26.935859057241018,77.91243600704497,off,0
2023-01-03 18:00:00,24.2710690171358,52.395728453675936,off,0
2023-01-03 19:00:00,16.431997570588024,65.04384969428845,on,0
2023-01-03 20:00:00,17.678672963685187,71.15036516802262,off,0
2023-01-03 21:00:00,22.58985927182492,78.35977026492208,on,0
2023-01-03 22:00:00,12.903555316281768,38.1530571996555,on,1
2023-01-03 23:00:00,23.428728416942164,79.4704453917177,off,0
2023-01-04 00:00:00,20.542167670436125,27.651037361609625,off,1
2023-01-04 01:00:00,23.198228648881326,38.36536863727205,on,0
2023-01-04 02:00:00,38.37150792050128,83.38209029751741,on,0
2023-01-04 03:00:00,23.984853750864183,42.83625669002909,off,0
2023-01-04 04:00:00,16.922711603170185,54.745942582225496,on,1
2023-01-04 05:00:00,22.60976049970198,75.86378696336098,off,0
2023-01-04 06:00:00,15.587065129238258,76.09030041397887,off,0
2023-01-04 07:00:00,22.434574004835238,20.34698706457364,off,0
2023-01-04 08:00:00,18.887430078445895,51.445877117458735,on,0
2023-01-04 09:00:00,25.955811196809012,25.841202009404768,on,0
2023-01-04 10:00:00,27.93893652883269,85.37191015158682,off,0
2023-01-04 11:00:00,18.49179041278816,26.11655845130281,off,0
2023-01-04 12:00:00,18.91121132615926,65.30272574142839,on,0
2023-01-04 13:00:00,27.045195635398727,57.36795455635596,on,1
2023-01-04 14:00:00,25.551604636908813,37.469719590702795,off,1
2023-01-04 15:00:00,31.17993797209284,84.86728966233203,off,0
2023-01-04 16:00:00,27.85341674045997,61.89690215843253,off,1
2023-01-04 17:00:00,30.4844327150281,22.097312081218544,off,0
2023-01-04 18:00:00,27.982162455339605,34.37518010822124,off,0
2023-01-04 19:00:00,21.528324342872224,61.40213617854243,on,0
2023-01-04 20:00:00,20.309261100400924,63.572953481299095,off,0
2023-01-04 21:00:00,15.13660941262999,48.12867507079458,on,0
2023-01-04 22:00:00,10.96064602905103,54.988393996415645,off,0
2023-01-04 23:00:00,20.109657155025946,44.61747081616337,off,0
2023-01-05 00:00:00,12.032219333521176,41.667929944061285,on,0
2023-01-05 01:00:00,24.11018436947322,43.14733139329165,on,0
2023-01-05 02:00:00,10.511493629310122,63.85219709622726,off,0
2023-01-05 03:00:00,24.72726952342135,63.053549413337834,on,0
